SubExp,Group,Cond1,Cond2,Cond3,Condition,Context,Item,Audiostim,Stim,QUD,AltA,AltB,HighResponse,HighResponsePresentationOrder
whaud,5,long,bnd,V1,7,15,119,whaud15g.mp3,How did Jennifer Johnson imply that her sister insulted her?,Which answer fits best with how you understood the question?,The sister mentioned Jennifer's weight.,Jennifer acted hurt around her sister.,Jennifer acted hurt around her sister.,2
whaud,6,long,bnd,V2,8,15,120,whaud15h.mp3,How did Jennifer Johnson imply that her sister insulted her?,Which answer fits best with how you understood the question?,The sister mentioned Jennifer's weight.,Jennifer acted hurt around her sister.,Jennifer acted hurt around her sister.,2
whaud,8,short,nobnd,V1,1,16,121,whaud16a.mp3,Why did the chairman explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman explained so employees would have fair warning.,The chairman explained so employees would have fair warning.,2
whaud,1,short,nobnd,V2,2,16,122,whaud16b.mp3,Why did the chairman explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman explained so employees would have fair warning.,The chairman explained so employees would have fair warning.,2
whaud,2,short,bnd,V1,3,16,123,whaud16c.mp3,Why did the chairman explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman explained so employees would have fair warning.,The chairman explained so employees would have fair warning.,2
whaud,3,short,bnd,V2,4,16,124,whaud16d.mp3,Why did the chairman explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman explained so employees would have fair warning.,The chairman explained so employees would have fair warning.,2
whaud,4,long,nobnd,V1,5,16,125,whaud16e.mp3,Why did the chairman of the board explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman of the board explained so employees would have fair warning.,The chairman of the board explained so employees would have fair warning.,2
whaud,5,long,nobnd,V2,6,16,126,whaud16f.mp3,Why did the chairman of the board explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman of the board explained so employees would have fair warning.,The chairman of the board explained so employees would have fair warning.,2
whaud,6,long,bnd,V1,7,16,127,whaud16g.mp3,Why did the chairman of the board explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman of the board explained so employees would have fair warning.,The chairman of the board explained so employees would have fair warning.,2
whaud,7,long,bnd,V2,8,16,128,whaud16h.mp3,Why did the chairman of the board explain that he was canceling all raises?,Which answer fits best with how you understood the question?,He canceled raises because profits were down.,The chairman of the board explained so employees would have fair warning.,The chairman of the board explained so employees would have fair warning.,2
whaud,1,short,nobnd,V1,1,17,129,whaud17a.mp3,When did Peter mention that we ran out of coffee?,Which answer fits best with how you understood the question?,Peter mentioned it yesterday.,We ran out of coffee last week.,Peter mentioned it yesterday.,1
whaud,2,short,nobnd,V2,2,17,130,whaud17b.mp3,When did Peter mention that we ran out of coffee?,Which answer fits best with how you understood the question?,Peter mentioned it yesterday.,We ran out of coffee last week.,Peter mentioned it yesterday.,1
whaud,3,short,bnd,V1,3,17,131,whaud17c.mp3,When did Peter mention that we ran out of coffee?,Which answer fits best with how you understood the question?,Peter mentioned it yesterday.,We ran out of coffee last week.,Peter mentioned it yesterday.,1
whaud,4,short,bnd,V2,4,17,132,whaud17d.mp3,When did Peter mention that we ran out of coffee?,Which answer fits best with how you understood the question?,Peter mentioned it yesterday.,We ran out of coffee last week.,Peter mentioned it yesterday.,1
whaud,5,long,nobnd,V1,5,17,133,whaud17e.mp3,When did Peter Garfunkel mention that we ran out of coffee,Which answer fits best with how you understood the question?,Peter Garfunkel mentioned it yesterday.,We ran out of coffee last week.,Peter Garfunkel mentioned it yesterday.,1
whaud,6,long,nobnd,V2,6,17,134,whaud17f.mp3,When did Peter Garfunkel mention that we ran out of coffee,Which answer fits best with how you understood the question?,Peter Garfunkel mentioned it yesterday.,We ran out of coffee last week.,Peter Garfunkel mentioned it yesterday.,1
whaud,7,long,bnd,V1,7,17,135,whaud17g.mp3,When did Peter Garfunkel mention that we ran out of coffee,Which answer fits best with how you understood the question?,Peter Garfunkel mentioned it yesterday.,We ran out of coffee last week.,Peter Garfunkel mentioned it yesterday.,1
whaud,8,long,bnd,V2,8,17,136,whaud17h.mp3,When did Peter Garfunkel mention that we ran out of coffee,Which answer fits best with how you understood the question?,Peter Garfunkel mentioned it yesterday.,We ran out of coffee last week.,Peter Garfunkel mentioned it yesterday.,1
whaud,2,short,nobnd,V1,1,18,137,whaud18a.mp3,Where did Janet announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet announced it on a conference call.,1
whaud,3,short,nobnd,V2,2,18,138,whaud18b.mp3,Where did Janet announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet announced it on a conference call.,1
whaud,4,short,bnd,V1,3,18,139,whaud18c.mp3,Where did Janet announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet announced it on a conference call.,1
whaud,5,short,bnd,V2,4,18,140,whaud18d.mp3,Where did Janet announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet announced it on a conference call.,1
whaud,6,long,nobnd,V1,5,18,141,whaud18e.mp3,Where did Janet Pierre announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet Pierre announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet Pierre announced it on a conference call.,1
whaud,7,long,nobnd,V2,6,18,142,whaud18f.mp3,Where did Janet Pierre announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet Pierre announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet Pierre announced it on a conference call.,1
whaud,8,long,bnd,V1,7,18,143,whaud18g.mp3,Where did Janet Pierre announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet Pierre announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet Pierre announced it on a conference call.,1
whaud,1,long,bnd,V2,8,18,144,whaud18h.mp3,Where did Janet Pierre announce that the application forms were filed incorrectly?,Which answer fits best with how you understood the question?,Janet Pierre announced it on a conference call.,"The forms were filed incorrectly in a ""to be shredded"" folder.",Janet Pierre announced it on a conference call.,1
whaud,3,short,nobnd,V1,1,19,145,whaud19a.mp3,When did Eric say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric said it yesterday afternoon.,Eric said it yesterday afternoon.,2
whaud,4,short,nobnd,V2,2,19,146,whaud19b.mp3,When did Eric say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric said it yesterday afternoon.,Eric said it yesterday afternoon.,2
whaud,5,short,bnd,V1,3,19,147,whaud19c.mp3,When did Eric say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric said it yesterday afternoon.,Eric said it yesterday afternoon.,2
whaud,6,short,bnd,V2,4,19,148,whaud19d.mp3,When did Eric say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric said it yesterday afternoon.,Eric said it yesterday afternoon.,2
whaud,7,long,nobnd,V1,5,19,149,whaud19e.mp3,When did Eric Stoneybrook say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric Stoneybrook said it yesterday afternoon.,Eric Stoneybrook said it yesterday afternoon.,2
whaud,8,long,nobnd,V2,6,19,150,whaud19f.mp3,When did Eric Stoneybrook say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric Stoneybrook said it yesterday afternoon.,Eric Stoneybrook said it yesterday afternoon.,2
whaud,1,long,bnd,V1,7,19,151,whaud19g.mp3,When did Eric Stoneybrook say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric Stoneybrook said it yesterday afternoon.,Eric Stoneybrook said it yesterday afternoon.,2
whaud,2,long,bnd,V2,8,19,152,whaud19h.mp3,When did Eric Stoneybrook say that the new display went blank?,Which answer fits best with how you understood the question?,The display went blank just after opening.,Eric Stoneybrook said it yesterday afternoon.,Eric Stoneybrook said it yesterday afternoon.,2
whaud,4,short,nobnd,V1,1,20,153,whaud20a.mp3,Why did the doctor state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The doctor stated it so the patient would know.,The doctor stated it so the patient would know.,2
whaud,5,short,nobnd,V2,2,20,154,whaud20b.mp3,Why did the doctor state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The doctor stated it so the patient would know.,The doctor stated it so the patient would know.,2
whaud,6,short,bnd,V1,3,20,155,whaud20c.mp3,Why did the doctor state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The doctor stated it so the patient would know.,The doctor stated it so the patient would know.,2
whaud,7,short,bnd,V2,4,20,156,whaud20d.mp3,Why did the doctor state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The doctor stated it so the patient would know.,The doctor stated it so the patient would know.,2
whaud,8,long,nobnd,V1,5,20,157,whaud20e.mp3,Why did the cardiologist state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The cardiologist stated it so the patient would know.,The cardiologist stated it so the patient would know.,2
whaud,1,long,nobnd,V2,6,20,158,whaud20f.mp3,Why did the cardiologist state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The cardiologist stated it so the patient would know.,The cardiologist stated it so the patient would know.,2
whaud,2,long,bnd,V1,7,20,159,whaud20g.mp3,Why did the cardiologist state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The cardiologist stated it so the patient would know.,The cardiologist stated it so the patient would know.,2
whaud,3,long,bnd,V2,8,20,160,whaud20h.mp3,Why did the cardiologist state that the medication was changing?,Which answer fits best with how you understood the question?,The medication was changing to a cheaper generic.,The cardiologist stated it so the patient would know.,The cardiologist stated it so the patient would know.,2
whaud,5,short,nobnd,V1,1,21,161,whaud21a.mp3,When did the nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The nurse insisted right away.,The patient needed x-rays before the surgery.,The nurse insisted right away.,1
whaud,6,short,nobnd,V2,2,21,162,whaud21b.mp3,When did the nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The nurse insisted right away.,The patient needed x-rays before the surgery.,The nurse insisted right away.,1
whaud,7,short,bnd,V1,3,21,163,whaud21c.mp3,When did the nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The nurse insisted right away.,The patient needed x-rays before the surgery.,The nurse insisted right away.,1
whaud,8,short,bnd,V2,4,21,164,whaud21d.mp3,When did the nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The nurse insisted right away.,The patient needed x-rays before the surgery.,The nurse insisted right away.,1
whaud,1,long,nobnd,V1,5,21,165,whaud21e.mp3,When did the experienced nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The experienced nurse insisted right away.,The patient needed x-rays before the surgery.,The experienced nurse insisted right away.,1
whaud,2,long,nobnd,V2,6,21,166,whaud21f.mp3,When did the experienced nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The experienced nurse insisted right away.,The patient needed x-rays before the surgery.,The experienced nurse insisted right away.,1
whaud,3,long,bnd,V1,7,21,167,whaud21g.mp3,When did the experienced nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The experienced nurse insisted right away.,The patient needed x-rays before the surgery.,The experienced nurse insisted right away.,1
whaud,4,long,bnd,V2,8,21,168,whaud21h.mp3,When did the experienced nurse insist that the patient needed x-rays?,Which answer fits best with how you understood the question?,The experienced nurse insisted right away.,The patient needed x-rays before the surgery.,The experienced nurse insisted right away.,1
whaud,6,short,nobnd,V1,1,22,169,whaud22a.mp3,Why did the investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The investigator suspected this due to the changing stories.,1
whaud,7,short,nobnd,V2,2,22,170,whaud22b.mp3,Why did the investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The investigator suspected this due to the changing stories.,1
whaud,8,short,bnd,V1,3,22,171,whaud22c.mp3,Why did the investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The investigator suspected this due to the changing stories.,1
whaud,1,short,bnd,V2,4,22,172,whaud22d.mp3,Why did the investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The investigator suspected this due to the changing stories.,1
whaud,2,long,nobnd,V1,5,22,173,whaud22e.mp3,Why did the private investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The private investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The private investigator suspected this due to the changing stories.,1
whaud,3,long,nobnd,V2,6,22,174,whaud22f.mp3,Why did the private investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The private investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The private investigator suspected this due to the changing stories.,1
whaud,4,long,bnd,V1,7,22,175,whaud22g.mp3,Why did the private investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The private investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The private investigator suspected this due to the changing stories.,1
whaud,5,long,bnd,V2,8,22,176,whaud22h.mp3,Why did the private investigator suspect that the client was cheating?,Which answer fits best with how you understood the question?,The private investigator suspected this due to the changing stories.,The client was cheating because he was a jerk.,The private investigator suspected this due to the changing stories.,1
whaud,7,short,nobnd,V1,1,23,177,whaud23a.mp3,Where did the witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The witness saw the defendant in a deserted park.,The witness testified in open court.,The witness testified in open court.,2
whaud,8,short,nobnd,V2,2,23,178,whaud23b.mp3,Where did the witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The witness saw the defendant in a deserted park.,The witness testified in open court.,The witness testified in open court.,2
whaud,1,short,bnd,V1,3,23,179,whaud23c.mp3,Where did the witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The witness saw the defendant in a deserted park.,The witness testified in open court.,The witness testified in open court.,2
whaud,2,short,bnd,V2,4,23,180,whaud23d.mp3,Where did the witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The witness saw the defendant in a deserted park.,The witness testified in open court.,The witness testified in open court.,2
whaud,3,long,nobnd,V1,5,23,181,whaud23e.mp3,Where did the surprise witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The surprise witness saw the defendant in a deserted park.,The surprise witness testified in open court.,The surprise witness testified in open court.,2
whaud,4,long,nobnd,V2,6,23,182,whaud23f.mp3,Where did the surprise witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The surprise witness saw the defendant in a deserted park.,The surprise witness testified in open court.,The surprise witness testified in open court.,2
whaud,5,long,bnd,V1,7,23,183,whaud23g.mp3,Where did the surprise witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The surprise witness saw the defendant in a deserted park.,The surprise witness testified in open court.,The surprise witness testified in open court.,2
whaud,6,long,bnd,V2,8,23,184,whaud23h.mp3,Where did the surprise witness testify that he saw the defendant?,Which answer fits best with how you understood the question?,The surprise witness saw the defendant in a deserted park.,The surprise witness testified in open court.,The surprise witness testified in open court.,2
whaud,8,short,nobnd,V1,1,24,185,whaud24a.mp3,When did Julia guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia guessed it today.,Julia guessed it today.,2
whaud,1,short,nobnd,V2,2,24,186,whaud24b.mp3,When did Julia guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia guessed it today.,Julia guessed it today.,2
whaud,2,short,bnd,V1,3,24,187,whaud24c.mp3,When did Julia guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia guessed it today.,Julia guessed it today.,2
whaud,3,short,bnd,V2,4,24,188,whaud24d.mp3,When did Julia guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia guessed it today.,Julia guessed it today.,2
whaud,4,long,nobnd,V1,5,24,189,whaud24e.mp3,When did Julia Griffiths guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia Griffiths guessed it today.,Julia Griffiths guessed it today.,2
whaud,5,long,nobnd,V2,6,24,190,whaud24f.mp3,When did Julia Griffiths guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia Griffiths guessed it today.,Julia Griffiths guessed it today.,2
whaud,6,long,bnd,V1,7,24,191,whaud24g.mp3,When did Julia Griffiths guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia Griffiths guessed it today.,Julia Griffiths guessed it today.,2
whaud,7,long,bnd,V2,8,24,192,whaud24h.mp3,When did Julia Griffiths guess that the package had arrived?,Which answer fits best with how you understood the question?,The package had arrived yesterday.,Julia Griffiths guessed it today.,Julia Griffiths guessed it today.,2
